"level","stem"
"B1","last"
"A1","lastkraftwag"
"B1","lauf"
"B1","lauft"
"B1","laufwerk"
"B1","laun"
"A2","laura"
"A1","laut"
"B1","lautsprech"
"A2","lch"
"A2","lcht"
"A2","lclh"
"A2","ldhetr"
"A1","leb"
"B1","lebenslauf"
"A2","lebensmittel"
"B1","lebensmitteln"
"B1","lebensmittelpreis"
"A1","lebt"
"B1","leck"
"A2","led"
"A1","ledig"
"A2","leer"
"A2","lef"
"B1","leg"
"B1","legst"
"B1","legt"
"B1","lehnt"
"B1","lehr"
"B1","lehrerin"
"B1","lehrling"
"B1","lehrstell"
"A1","leicht"
"A2","leid"
"B1","leidet"
"B1","leidgetan"
"A2","leidtun"
"A2","leig"
"A2","leih"
"B1","leiht"
"A1","leis"
"B1","leist"
"B1","leistet"
"B1","leistung"
"B1","leit"
"B1","leiterin"
"B1","leitet"
"B1","leitung"
"B1","leld"
"A2","lena"
"A2","lénd"
"B1","leonid"
"A2","ler"
"B1","lerin"
"B1","lern"
"B1","lernerin"
"A2","lernt"
"A1","les"
"B1","leserbrief"
"B1","leserin"
"B1","leserinn"
"A2","letzt"
"A1","leut"
"B1","lexika"
"B1","lexikon"
"B1","lich"
"A1","licht"
"B1","lichtschalt"
"B1","lieb"
"A2","liebl"
"A1","liebling"
"A2","lieblingsband"
"B1","lieblingsess"
"A2","lieblingsfach"
"A2","lieblingsfarb"
"B1","lieblingsfilm"
"A2","lieblingsgemus"
"B1","lieblingsgericht"
"B1","lieblingsgetrank"
"A1","lieblingslied"
"A2","lieblingsmannschaft"
"A2","lieblingssang"
"A2","lieblingsti"
"A2","liebt"
"A1","lied"
"B1","lief"
"B1","liefert"
"B1","liefer"
"A2","lieg"
"A1","liegt"
"B1","lieh"
"B1","lienstand"
"A1","lies"
"B1","liess"
"A2","liest"
"B1","lift"
"B1","limonad"
"B1","lini"
"A2","link"
"B1","lipp"
"A2","lisa"
"B1","list"
"B1","lit"
"B1","literatur"
"B1","litt"
"A2","lknegksagretteratr"
"B1","lkw"
"B1","lkws"
"A2","llch"
"B1","lleb"
"A2","llegt"
"A2","llkomm"
"A2","lll"
"A2","lnc"
"B1","lob"
"B1","lobt"
"B1","loch"
"A2","lochl"
"B1","lock"
"A2","loffel"
"B1","logisch"
"B1","lohn"
"B1","lohnerhoh"
"B1","lohnt"
"A1","lokal"
"A2","london"
"B1","los"
"B1","losch"
"B1","loscht"
"B1","losfahr"
"B1","losgefahr"
"B1","losig"
"B1","lost"
"A1","losung"
"A2","lott"
"B1","lotto"
"A2","lsc"
"A2","lucia"
"B1","lud"
"B1","ludin"
"B1","luft"
"A2","lug"
"A2","lugt"
"B1","luigi"
"A2","luis"
"B1","lung"
"A2","lusehumtrana"
"A2","lust"
"A1","lustig"
"B1","maantel"
"A1","mach"
"A2","machs"
"A1","macht"
"A2","macn"
"B1","madch"
"A1","mag"
"B1","magazin"
"B1","magenschmerz"
"A2","magst"
"B1","mahlzeit"
"B1","mahnung"
"B1","mai"
"B1","maier"
"A1","mail"
"A2","mailbox"
"A2","main"
"A1","mainz"
"A1","mal"
"B1","malerin"
"B1","mali"
"A2","mall"
"B1","malt"
"B1","mama"
"A1","man"
"B1","manch"
"A2","manchmal"
"B1","mangel"
"A1","mann"
"A2","mannheim"
"A2","mannlich"
"B1","mannn"
"A2","mannschaft"
"A2","mantel"
"B1","mapp"
"A2","mar"
"B1","march"
"B1","margarin"
"B1","maria"
"B1","marill"
"B1","mario"
"A2","mark"
"B1","markenschuh"
"B1","marki"
"B1","markiert"
"A2","markt"
"A2","marla"
"B1","marmelad"
"A1","marquez"
"A2","marz"
"A2","maschin"
"B1","mass"
"B1","mat"
"B1","material"
"B1","mathemat"
"B1","matura"
"B1","mau"
"B1","maus"
"B1","maustast"
"B1","mavu"
"A2","max"
"B1","maximal"
"A2","mcht"
"B1","mechan"
"B1","mechanikerin"
"B1","medi"
"B1","medika"
"A2","medikament"
"B1","medizin"
"A2","meei"
"A2","meen"
"A1","meer"
"B1","mehl"
"A1","mehr"
"B1","mehrheit"
"B1","mehrwertsteu"
"A2","mei"
"A1","meier"
"A1","mein"
"B1","meinetweg"
"B1","meint"
"A2","meinung"
"A2","meist"
"B1","meld"
"B1","meldet"
"B1","meldung"
"A2","meln"
"A2","mem"
"B1","men"
"A2","meng"
"B1","mensa"
"A2","mensch"
"B1","menschlich"
"B1","ment"
"B1","menu"
"A2","mer"
"B1","merced"
"A2","merk"
"B1","merkt"
"B1","merkwurd"
"A1","mert"
"B1","mess"
"A2","messeplatz"
"B1","metall"
"A2","met"
"B1","method"
"B1","metropol"
"B1","metzg"
"B1","mey"
"A2","mgssen"
"A1","mich"
"A2","michael"
"A1","michaela"
"A2","michel"
"A1","miet"
"B1","mieterin"
"B1","mietet"
"B1","mietvertrag"
"B1","migrant"
"B1","migrantin"
"B1","migration"
"A1","milch"
"B1","mild"
"B1","million"
"B1","mind"
"A2","mindest"
"A2","mineral"
"A2","mineralwass"
"B1","minimal"
"B1","minist"
"B1","minut"
"B1","mio"
"A1","mir"
"B1","mirko"
"B1","misch"
"B1","mischt"
"B1","miss"
"B1","misserfolg"
"B1","misst"
"B1","misstrau"
"B1","missverstand"
"B1","missverstandnis"
"A1","mit"
"A2","mitarbeit"
"B1","mitarbeiterin"
"A1","mitbring"
"B1","mitdiskuti"
"B1","miteinand"
"B1","mitfahr"
"B1","mitg"
"B1","mitgeb"
"B1","mitgebracht"
"B1","mitgeteilt"
"B1","mitglied"
"B1","mitgliedsausweis"
"B1","mitgliedsbeitrag"
"B1","mitkomm"
"A2","mitmach"
"A1","mitnehm"
"B1","mitspiel"
"B1","mittag"
"A2","mittagess"
"A2","mittagspaus"
"A1","mitt"
"B1","mitteil"
"A2","mittel"
"B1","mittl"
"B1","mittlerweil"
"A2","mittwochab"
"B1","mittwoch"
"B1","mmach"
"A2","mmacht"
"A2","mmein"
"A2","mmen"
"A2","mmer"
"A2","mmmanch"
"A2","mmmanchmal"
"B1","mmmog"
"B1","mmmuss"
"A2","mmoglich"
"A2","mmten"
"B1","mmuss"
"B1","mmuuss"
"A2","mnot"
"A1","mobel"
"B1","mobelfirma"
"B1","mobil"
"B1","mobilbox"
"B1","mobilitat"
"B1","mobiltelefon"
"B1","mobliert"
"A2","mocet"
"A2","mocht"
"A2","mochtet"
"B1","modalverb"
"A2","mod"
"B1","modell"
"B1","modern"
"B1","modul"
"B1","mog"
"A1","moglich"
"B1","moglicherweis"
"B1","mohamed"
"B1","mohr"
"A2","molly"
"A1","moment"
"A1","monat"
"A2","monats"
"B1","mond"
"B1","mone"
"B1","monitor"
"B1","monnnail"
"B1","monopoly"
"A1","montag"
"A1","morg"
"A2","morgenn"
"A2","motor"
"B1","motorrad"
"A2","motorroll"
"A2","mount"
"A2","mrpen"
"B1","muck"
"A1","mud"
"B1","muh"
"A2","mull"
"B1","mullabfuhr"
"B1","mullsack"
"B1","mulltonn"
"A1","munch"
"B1","munchn"
"A1","mund"
"B1","mundlich"
"A2","mun"
"B1","munz"
"B1","muse"
"A2","museum"
"A2","musik"
"B1","musikal"
"B1","musikanlag"
"B1","musikerin"
"B1","musikgrupp"
"B1","musikinstrument"
"B1","musikkassett"
"B1","musikunterricht"
"B1","musili"
"B1","muskel"
"B1","muskeln"
"B1","musli"
"A1","muss"
"A2","musss"
"A1","musst"
"B1","mut"
"B1","mutig"
"A1","mutt"
"B1","muttersprach"
"A2","mutz"
"B1","muuesli"
"B1","muuss"
"B1","mwas"
"B1","mwer"
"B1","mwir"
"B1","naach"
"A2","nac"
"A1","nach"
"A2","nachbar"
"A2","nachbarin"
"B1","nachbarland"
"A2","nachbarn"
"B1","nachbarschul"
"B1","nachd"
"B1","nachdenk"
"B1","nachfrag"
"B1","nachgedacht"
"B1","nachgeschlag"
"B1","nachh"
"B1","nachhilf"
"B1","nachmittag"
"B1","nachnam"
"A2","nachricht"
"B1","nachschau"
"B1","nachschlag"
"B1","nachseh"
"B1","nachsend"
"B1","nachspeis"
"A2","nacht"
"B1","nachteil"
"B1","nachtisch"
"B1","nachwuch"
"A2","nacn"
"A2","nacndamn"
"A2","nad"
"B1","nadel"
"A2","nadin"
"B1","nagel"
"B1","nah"
"B1","nahert"
"B1","nahm"
"B1","nahrungsmittel"
"B1","naht"
"B1","nam"
"B1","namlich"
"B1","nancy"
"B1","nannt"
"B1","nas"
"B1","nasentropf"
"A2","nass"
"A2","nat"
"B1","natascha"
"B1","national"
"B1","nationalmannschaft"
"A2","natur"
"A2","nderfghul"
"A2","nea"
"B1","nebel"
"A2","neb"
"A2","nebenan"
"B1","nebenbei"
"A2","nebli"
"A2","neblig"
"A2","nee"
"A2","neeu"
"B1","neff"
"B1","negativ"
"A1","nehm"
"A1","nein"
"A2","nel"
"A2","nelf"
"A2","nen"
"A2","nend"
"A2","nenn"
"B1","nennt"
"A2","ner"
"B1","nerv"
"B1","nervenkrank"
"A2","nervos"
"B1","ness"
"A2","nessrin"
"A2","netr"
"A2","nett"
"B1","netz"
"B1","netzwerk"
"A1","neu"
"B1","neubauwohn"
"B1","neugier"
"B1","neuig"
"A2","neul"
"B1","neulich"
"A2","neun"
"A2","neuschwanstein"
"B1","neuss"
"A2","neuvu"
"A2","nev"
"B1","nevu"
"B1","new"
"A1","nicht"
"B1","nichtrauch"
"B1","nichtraucherbereich"
"B1","nichtraucherin"
"B1","nichtraucherzimm"
"A2","nick"
"B1","nickt"
"A1","nie"
"B1","niedrig"
"B1","niemal"
"B1","nieman"
"A2","niemand"
"B1","nikos"
"A2","nimm"
"B1","nimmt"
"B1","nina"
"A2","nirgend"
"B1","nirgendwo"
"A2","nıcht"
"A2","nler"
"A2","nme"
"A2","nne"
"B1","nneu"
"A1","noch"
"B1","nochmal"
"B1","nord"
"A1","norddeutsch"
"B1","nordse"
"A1","normal"
"B1","normalerweis"
"B1","not"
"B1","notaufnahm"
"B1","notausgang"
"B1","notfall"
"A2","noti"
"A2","notiert"
"B1","notig"
"A2","notiz"
"B1","notizzettel"
"B1","notruf"
"A2","notwend"
"A2","nst"
"A2","ntschulfiaung"
"B1","nudel"
"A2","nudeln"
"B1","null"
"B1","num"
"A1","numm"
"B1","nun"
"B1","nung"
"A1","nur"
"A2","nurem"
"B1","nutz"
"A2","nutzlich"
"B1","nutzt"
"B1","nuutz"
"A2","oarur"
"A1","oben"
"B1","ober"
"B1","oberst"
"B1","oberweg"
"A1","obst"
"B1","obwohl"
"A2","ode"
"A1","oder"
"A2","oelt"
"A2","ofaucnl"
"B1","ofen"
"A2","off"
"A2","offenbach"
"B1","offenbar"
"B1","offent"
"B1","offiziell"
"A1","offn"
"B1","offnet"
"A1","oft"
"A1","ohn"
"B1","ohr"
"B1","ohrenschmerz"
"A2","oht"
"A2","oig"
"B1","oko"
"B1","okolad"
"B1","okolog"
"B1","okostrom"
"B1","oktob"
"A2","ole"
"B1","oleg"
"A2","olen"
"B1","oliv"
"A2","oltt"
"A1","oma"
"A2","omat"
"A2","omi"
"A2","omms"
"B1","onkel"
"A2","onlin"
"A2","onn"
"A1","opa"
"B1","opel"
"B1","oper"
"B1","operation"
"B1","operi"
"B1","operiert"
"B1","opern"
"B1","opf"
"A2","oportplalz"
"B1","optimist"
"B1","orang"
"B1","orch"
"B1","ordent"
"B1","ordination"
"B1","ordn"
"B1","ordnet"
"A1","ordnung"
"A2","oren"
"B1","organisation"
"A2","organisi"
"A2","organisiert"
"B1","original"
"A2","orstellenl"
"A1","ort"
"A2","orterbu"
"B1","oskar"
"A1","ost"
"A2","osterreich"
"B1","osteuropa"
"B1","ostse"
"B1","ozean"
"B1","ozg"
"A1","paar"
"A2","pack"
"B1","packch"
"A2","packt"
"B1","packung"
"A2","paket"
"A2","pakt"
"A2","pamela"
"B1","pann"
"A1","papi"
"B1","paradeis"
"B1","parall"
"B1","parallel"
"A2","parfum"
"A2","paris"
"A2","park"
"A2","parkeg"
"B1","parki"
"B1","parkiert"
"B1","parkplatz"
"B1","parkt"
"B1","parlament"
"B1","partei"
"B1","partn"
"A1","partnerin"
"A2","partnert"
"A1","party"
"B1","pascal"
"A1","pass"
"B1","passagi"
"B1","passagierin"
"B1","passi"
"A2","passiert"
"B1","passiv"
"B1","passkontroll"
"A2","passt"
"A2","passwort"
"B1","pasta"
"B1","patient"
"B1","patientin"
"A1","paul"
"B1","pauschal"
"A1","paus"
"B1","pdasst"
"B1","pech"
"B1","pedro"
"B1","peinlich"
"B1","pen"
"B1","pension"
"B1","pensioniert"
"B1","pensionist"
"B1","pensionistin"
"B1","per"
"B1","perfekt"
"B1","permarkt"
"B1","perron"
"B1","perserteppich"
"A2","person"
"B1","personal"
"B1","personali"
"B1","personenstand"
"A1","pet"
"B1","petra"
"B1","pfann"
"B1","pfeff"
"A2","pferd"
"B1","pflanz"
"B1","pflanzt"
"B1","pflast"
"B1","pflaum"
"B1","pflaumenkuch"
"B1","pfleg"
"B1","pflegerin"
"B1","pflegt"
"B1","pflicht"
"A2","pfraum"
"A1","pfund"
"B1","phantasi"
"A2","picasso"
"B1","picknick"
"B1","pill"
"B1","pilz"
"A2","pizza"
"B1","pizz"
"A2","plakat"
"A1","plan"
"B1","plant"
"B1","planung"
"B1","plastik"
"A1","platz"
"A2","plotzlich"
"B1","plural"
"A2","pnchst"
"A1","pol"
"B1","polit"
"B1","politikerin"
"A2","polizei"
"A1","polizel"
"B1","polizist"
"B1","polizistin"
"A1","pomm"
"A2","por"
"B1","port"
"B1","portemonnai"
"B1","portiert"
"A2","portion"
"B1","portmone"
"B1","portugies"
"B1","position"
"B1","positiv"
"A1","post"
"A2","postkart"
"A2","postleit"
"A1","postleitzahl"
"B1","postl"
"B1","postlerin"
"B1","postsend"
"B1","poststempel"
"B1","potsdam"
"B1","poulet"
"A2","ppeldl"
"B1","praktika"
"B1","praktikant"
"B1","praktikantin"
"A1","praktikum"
"A2","praktisch"
"B1","pralin"
"B1","praposition"
"B1","prasentation"
"B1","prasenti"
"B1","prasident"
"B1","prax"
"A1","praxis"
"A1","preis"
"A2","preiswert"
"B1","press"
"B1","prima"
"A2","privat"
"A2","pro"
"A2","prob"
"A2","probi"
"A2","probiert"
"A1","probl"
"B1","problem"
"B1","produkt"
"B1","produktion"
"B1","produzi"
"B1","produziert"
"B1","professor"
"B1","professorin"
"B1","profi"
"B1","profisportl"
"B1","profisportlerin"
"A2","programm"
"B1","programmander"
"A2","proiekt"
"A2","projekt"
"A1","prospekt"
"B1","prost"
"B1","prot"
"B1","protesti"
"B1","protestiert"
"B1","prozent"
"B1","prozess"
"A2","pruf"
"B1","pruft"
"A1","prufung"
"B1","prufungsort"
"B1","prufungstermin"
"B1","publikum"
"A2","pullov"
"A2","puni"
"B1","punkt"
"A1","punktlich"
"A2","punt"
"B1","pupp"
"B1","putz"
"A2","putzt"
"A2","qmb"
"A2","qnen"
"B1","qualifikation"
"A2","qualitat"
"B1","quarti"
"B1","quer"
"B1","quittung"
"A2","quiz"
"A2","quizsend"
"A2","quz"
"B1","raaumt"
"B1","rabatt"
"A1","rad"
"B1","radeis"
"B1","radfahr"
"B1","radfahrerin"
"A2","radio"
"A2","ragl"
"B1","rahm"
"A2","rallt"
"A2","rammstein"
"B1","rand"
"B1","rannt"
"B1","rant"
"B1","ras"
"B1","rasi"
"B1","rasiert"
"B1","rat"
"B1","ratespiel"
"A2","rathaus"
"B1","ratschlag"
"A2","ratsel"
"B1","rau"
"A2","rauch"
"B1","raucherin"
"B1","raucht"
"B1","rauchverbot"
"B1","rauf"
"B1","raufkomm"
"A1","raum"
"A2","raumt"
"A2","raus"
"A2","rausbring"
"A2","rausch"
"B1","rausgefund"
"B1","rausgelauf"
"A2","rauskomm"
"B1","rauus"
"B1","reagi"
"B1","reagiert"
"B1","reaktion"
"B1","realisi"
"B1","realisiert"
"B1","realist"
"B1","realitat"
"B1","reception"
"B1","recherch"
"A2","rechn"
"B1","rechnet"
"A1","rechnung"
"B1","rechnungsnumm"
"A2","recht"
"B1","rechtlich"
"B1","rechtzeit"
"A2","red"
"B1","redet"
"B1","reduzi"
"B1","reduziert"
"B1","referat"
"B1","reform"
"B1","regal"
"B1","regel"
"B1","regelmass"
"B1","regeln"
"B1","regelt"
"A1","reg"
"B1","regenschirm"
"B1","regentropf"
"B1","regier"
"B1","region"
"B1","regional"
"B1","regionalbahn"
"A2","regn"
"A1","regnet"
"B1","regt"
"A2","rei"
"A2","reich"
"B1","reicht"
"B1","reif"
"A2","reih"
"B1","reihenfolg"
"A2","rein"
"B1","reingeh"
"B1","reinig"
"B1","reinigt"
"A2","reinkomm"
"A1","reis"
"A1","reiseburo"
"B1","reisebuuro"
"A1","reisefuhr"
"B1","reiseleiterin"
"B1","reiseorganisation"
"B1","reist"
"A2","reit"
"A2","reitet"
"B1","reklam"
"B1","rekord"
"B1","relativ"
"B1","religion"
"B1","renn"
"B1","rennfahr"
"B1","rennt"
"A2","renovi"
"A2","renoviert"
"B1","renovier"
"B1","rent"
"A2","rentn"
"B1","rentnerin"
"A1","reparatur"
"A2","repari"
"B1","reparierst"
"A2","repariert"
"A2","reparlert"
"B1","reportag"
"B1","report"
"B1","reporterin"
"A2","reservi"
"A2","reserviert"
"B1","reservier"
"B1","respekt"
"A2","rest"
"B1","restau"
"A1","restaurant"
"B1","rett"
"B1","rettet"
"A2","reu"
"A2","rezept"
"B1","rezeptfrei"
"A1","rezeption"
"A1","rhein"
"A2","ricardo"
"B1","richt"
"B1","richterin"
"B1","richtet"
"A1","richtig"
"B1","richtung"
"B1","rico"
"A2","riech"
"A2","riecht"
"B1","rief"
"B1","riesig"
"B1","riet"
"B1","rinaldo"
"A2","rind"
"A2","ring"
"B1","risik"
"B1","risiko"
"A2","rita"
"B1","ritt"
"A2","riutt"
"A2","rlnlhr"
"A2","rnuss"
"A2","robert"
"B1","roberto"
"B1","roch"
"A2","rock"
"B1","roh"
"B1","rohr"
"B1","roll"
"B1","rom"
"B1","roman"
"A2","romant"
"A2","romeo"
"B1","romisch"
"B1","ros"
"A2","rot"
"B1","rrigiert"
"A2","rte"
"A2","rtslcth"
"B1","ruck"
"B1","ruckfahrt"
"B1","ruckkehr"
"A2","rucksack"
"B1","ruckseit"
"B1","rucksicht"
"B1","ruckwart"
"A2","rudesheim"
"B1","ruebli"
"A2","ruf"
"B1","rufnumm"
"A2","rufst"
"A2","ruft"
"A2","rug"
"A2","ruh"
"B1","ruhetag"
"A2","ruhi"
"A2","ruhig"
"A2","ruhm"
"A2","ruht"
"A2","rund"
"B1","rundfahrt"
"B1","rundfunk"
"A2","rundgang"
"A2","rundreis"
"A2","rung"
"B1","runt"
"B1","runtergelad"
"B1","runtergeworf"
"B1","runterwerf"
"A2","russisch"
"B1","saal"
"A2","saarbruck"
"A2","sach"
"B1","sack"
"A2","saft"
"A2","sag"
"A2","sagt"
"B1","sah"
"B1","sahn"
"B1","saison"
"A1","salat"
"B1","salb"
"B1","sal"
"B1","salon"
"A1","salz"
"B1","salzburg"
"B1","salzig"
"A2","sammeln"
"A2","sammelt"
"A2","samstag"
"B1","samstagab"
"B1","samtlich"
"B1","sand"
"B1","sandt"
"A2","sandung"
"B1","sang"
"B1","sangerin"
"B1","sank"
"B1","sant"
"A2","sarah"
"B1","sass"
"B1","satt"
"A1","satz"
"B1","saub"
"B1","sauc"
"A2","saueg"
"B1","sau"
"B1","sav"
"A2","scden"
"A2","scdqr"
"A2","sch"
"B1","schacht"
"B1","schachtel"
"B1","schad"
"B1","schadet"
"A2","schadlich"
"A2","schaff"
"B1","schafft"
"B1","schaft"
"B1","schalt"
"B1","schaltet"
"A2","scharf"
"B1","schatt"
"B1","schatz"
"B1","schatzt"
"B1","schau"
"B1","schaufen"
"B1","schauspiel"
"B1","schauspielerin"
"A2","schaust"
"B1","schaut"
"A2","schavu"
"B1","scheib"
"B1","scheid"
"B1","scheidet"
"B1","scheidung"
"B1","schein"
"A1","scheint"
"A2","schen"
"B1","schenk"
"A2","schenkt"
"A2","scher"
"B1","schi"
"B1","schick"
"B1","schickt"
"B1","schieb"
"B1","schiebt"
"B1","schief"
"B1","schien"
"B1","schiess"
"B1","schiesst"
"A2","schiff"
"B1","schiffskatastroph"
"A1","schild"
"A1","schillerstrass"
"A2","schimpf"
"B1","schimpft"
"B1","schink"
"A1","schinkenbrot"
"A2","schirm"
"B1","schlaf"
"A2","schlaft"
"A2","schlafzimm"
"B1","schlag"
"B1","schlagob"
"B1","schlagt"
"B1","schlang"
"B1","schlank"
"A1","schlecht"
"B1","schlief"
"B1","schliess"
"B1","schliesslich"
"A2","schliesst"
"A2","schlimm"
"A2","schloss"
"B1","schlug"
"A1","schluss"
"A1","schlussel"
"B1","schmal"
"A2","schmeck"
"A1","schmeckt"
"B1","schmerz"
"B1","schmerzmittel"
"B1","schmerztablett"
"A1","schmidt"
"B1","schmink"
"B1","schminkt"
"A2","schmitt"
"B1","schmuck"
"B1","schmutz"
"A2","schmutzig"
"B1","schmutzung"
"B1","schnallt"
"A2","schnee"
"B1","schneid"
"A2","schneidet"
"B1","schneien"
"A2","schneit"
"A1","schnell"
"B1","schnitt"
"B1","schnitzel"
"B1","schnupf"
"B1","schob"
"A2","schokolad"
"B1","schokoladeneis"
"B1","schokoladenglac"
"A2","schokoladenkuch"
"A1","schon"
"B1","schopft"
"B1","schoss"
"A1","schrank"
"B1","schreck"
"A2","schrecklich"
"A2","schrecklick"
"A2","schreib"
"B1","schreibheft"
"A1","schreibt"
"B1","schreibtisch"
"B1","schreien"
"B1","schreit"
"B1","schrie"
"B1","schrieb"
"B1","schrift"
"A2","schriftlich"
"B1","schriftstell"
"B1","schriftstellerin"
"B1","schritt"
"B1","schu"
"A2","schuh"
"B1","schuhgeschaft"
"B1","schulabschluss"
"B1","schularbeit"
"B1","schulbus"
"B1","schuld"
"B1","schuldig"
"A1","schul"
"B1","schulerin"
"A2","schulerinn"
"B1","schulferi"
"B1","schulklass"
"B1","schult"
"B1","schulz"
"B1","schumach"
"B1","schussel"
"B1","schust"
"B1","schutteln"
"B1","schuttelt"
"B1","schutz"
"B1","schutzfaktor"
"B1","schutzt"
"A2","schwach"
"B1","schwag"
"B1","schwamm"
"B1","schwammerln"
"A2","schwang"
"B1","schwangerschaft"
"B1","schwarzbrot"
"A1","schwarz"
"B1","schwarzfahr"
"B1","schwarzwald"
"B1","schweig"
"B1","schweigt"
"A2","schwein"
"A2","schweinefleisch"
"A1","schweiz"
"A1","schwer"
"A1","schwest"
"A2","schwi"
"B1","schwieg"
"B1","schwiegerelt"
"B1","schwiegertocht"
"B1","schwiegervat"
"A2","schwierig"
"A2","schwimm"
"A1","schwimmbad"
"B1","schwimmt"
"A2","schwitim"
"A2","schwitito"
"B1","schwitz"
"B1","schwitzt"
"A2","scn"
"A2","seb"
"A2","sec"
"A2","sech"
"B1","sechserpack"
"A1","see"
"B1","seeluft"
"B1","seeuf"
"A2","seh"
"A2","sehang"
"B1","sehenswurd"
"A1","sehr"
"B1","sei"
"A2","seid"
"B1","seien"
"A2","seif"
"A1","sein"
"A1","seit"
"B1","seitd"
"B1","sekretar"
"B1","sekretarin"
"B1","sekund"
"B1","selb"
"A1","selbststand"
"B1","selbstverstand"
"A2","seln"
"A1","selt"
"B1","seltsam"
"B1","sem"
"B1","seminar"
"B1","semmel"
"B1","semmeln"
"B1","sen"
"B1","send"
"B1","sendet"
"A2","sendung"
"B1","senior"
"B1","seniorenheim"
"B1","senkrecht"
"A2","senn"
"A2","septemb"
"A2","ser"
"B1","seri"
"A2","servic"
"B1","serviceangestellt"
"B1","serviert"
"A2","seschmatt"
"B1","sessel"
"B1","set"
"A2","setz"
"B1","setzt"
"A2","setzung"
"A2","sewesecn"
"A2","shirt"
"A2","sibt"
"A1","sich"
"B1","sichert"
"B1","sicher"
"B1","sichtbar"
"A1","sie"
"A2","sieb"
"B1","sieg"
"B1","siegerin"
"B1","siegt"
"A2","sieh"
"A2","sieht"
"A2","siem"
"A2","sient"
"B1","siez"
"B1","siezt"
"A2","silvana"
"A2","sim"
"A2","sin"
"A2","sina"
"A1","sind"
"A2","sing"
"A2","singt"
"B1","sink"
"B1","sinkt"
"B1","sinn"
"B1","sinnlos"
"B1","sinnvoll"
"A2","sino"
"A2","sioeien"
"B1","sioniert"
"A2","sirc"
"A2","situation"
"B1","sitz"
"B1","sitzplatz"
"A2","sitzt"
"A2","ski"
"B1","skier"
"B1","skifahr"
"A2","sle"
"A2","slent"
"A2","snohcn"
"A2","snr"
"B1","sobald"
"B1","sock"
"B1","sodass"
"A1","sofa"
"B1","sofia"
"A1","sofort"
"A2","sogar"
"B1","sogenannt"
"A1","sohn"
"B1","solang"
"B1","solch"
"A1","soll"
"B1","sollt"
"A1","somm"
"B1","sommerfahrplan"
"B1","sommerferi"
"B1","sommerf"
"B1","sommerurlaub"
"B1","sond"
"B1","sonderangebot"
"B1","sonderpreis"
"B1","sonenstand"
"B1","sonja"
"A1","sonn"
"A2","sonnig"
"A2","sonntag"
"A2","sonst"
"B1","soowieso"
"B1","sorg"
"B1","sorgt"
"B1","sorry"
"B1","soss"
"B1","souvenir"
"B1","sovi"
"B1","soviel"
"B1","sowieso"
"B1","sowohl"
"B1","sozial"
"B1","sozialarbeit"
"B1","sozialarbeiterin"
"A1","spaat"
"A1","spani"
"B1","spanisch"
"A2","spanl"
"A2","spannend"
"B1","spar"
"B1","sparkonto"
"B1","sparsam"
"B1","spart"
"A2","spass"
"B1","spat"
"B1","spatest"
"A2","spazief"
"A2","spazi"
"B1","spaziergang"
"A2","spe"
"B1","speicherkart"
"A2","speich"
"B1","speichert"
"B1","speis"
"A1","speisekart"
"B1","speisewag"
"B1","spezial"
"B1","spezialist"
"B1","spezialistin"
"B1","spezialpfleg"
"B1","speziell"
"B1","spie"
"B1","spiegel"
"A1","spiel"
"B1","spielerin"
"B1","spielplatz"
"A1","spielt"
"B1","spielzeug"
"B1","spitz"
"A2","spnsch"
"A1","sport"
"B1","sportart"
"B1","sporthall"
"B1","sportl"
"B1","sportlerin"
"A2","sportlich"
"A2","sportplatz"
"B1","sportprojekt"
"A1","sportschuh"
"A2","sportverein"
"B1","sprach"
"B1","sprachinstitut"
"B1","sprachkenntnis"
"B1","sprachkur"
"B1","sprachkurs"
"B1","sprachschul"
"B1","sprang"
"A2","sprech"
"A2","sprechstund"
"B1","sprich"
"A2","spricht"
"B1","spring"
"B1","springt"
"B1","spritz"
"B1","sproch"
"B1","spul"
"B1","spult"
"B1","spur"
"B1","spurt"
"B1","spuult"
"A2","sse"
"A2","ssie"
"B1","ssodass"
"A2","ssogar"
"B1","ssowohl"
"A2","ssuch"
"B1","staat"
"B1","stach"
"A2","stack"
"B1","stadi"
"B1","stadion"
"A1","stadt"
"B1","stadtbibliothek"
"B1","stadthall"
"B1","stadtisch"
"A2","stadtplan"
"B1","stadtrundfahrt"
"B1","stadtteil"
"A2","stadttour"
"A2","stadtzentrum"
"B1","stahl"
"B1","stamm"
"B1","stammt"
"A2","stancn"
"B1","stand"
"B1","standig"
"B1","standpunkt"
"B1","stank"
"A2","star"
"B1","starb"
"A2","stark"
"A1","starnberg"
"B1","start"
"B1","startet"
"B1","station"
"B1","statist"
"A2","statt"
"B1","stattfind"
"B1","stattgefund"
"B1","stau"
"B1","staub"
"B1","staubsaug"
"B1","staubsaugt"
"B1","stauend"
"B1","stauu"
"B1","stech"
"B1","steckdos"
"B1","steck"
"B1","steckt"
"B1","stefan"
"B1","steffi"
"B1","steh"
"B1","stehl"
"A1","steht"
"A2","steig"
"A2","steigt"
"B1","steil"
"B1","stein"
"A2","stell"
"A2","stellenangebot"
"A2","stellt"
"B1","stempel"
"B1","sten"
"B1","sterb"
"B1","stern"
"B1","steuererklar"
"B1","steuerkart"
"B1","steu"
